Track,Artist,Listeners,Playcount,Album,Tags,URL
Right in the Night (Fall in Love with Music),"Jam & Spoon, Plavka",32752,115984,Tripomatic Fairytales 2001,"['trance', 'dance', '90s', 'eurodance', 'electronica']",https://www.last.fm/music/Jam+&+Spoon/_/Right+in+the+Night+(Fall+in+Love+With+Music)
Find Yourself,"John O'Callaghan, Sarah Howells",6692,42438,Never Fade Away,"['trance', 'vocal trance', 'rock', 'party', '00s']",https://www.last.fm/music/John+O%27Callaghan+feat.+Sarah+Howells/_/Find+Yourself
The Launch - Radio Edit,DJ Jean,40968,183300,Best Of DJ Jean,['dance'],https://www.last.fm/music/DJ+Jean/_/The+Launch+-+Radio+Edit
Dreamlike,Dead by April,12698,79893,Dreamlike - Single,['good left undone'],https://www.last.fm/music/Dead+by+April/_/Dreamlike
Synaesthesia (Fly Away),"The Thrillseekers, Sheryl Deane",300,670,N/A,[],"https://www.last.fm/music/The+Thrillseekers,+Sheryl+Deane/_/Synaesthesia+(Fly+Away)"
Shadows Of Heart,A.r.d.i.,440,1112,N/A,[],https://www.last.fm/music/A.R.D.I./_/Shadows+Of+Heart
Rhythm Is A Dancer (feat. Kaleena Zanders),"Breathe Carolina, Dropgun, Kaleena Zanders",174,500,N/A,[],"https://www.last.fm/music/Breathe+Carolina,+Dropgun,+Kaleena+Zanders/_/Rhythm+Is+A+Dancer+(feat.+Kaleena+Zanders)"
Fireflies - Full Fire Mix,"Roman Messer, Christina Novelli",24,69,N/A,[],"https://www.last.fm/music/Roman+Messer,+Christina+Novelli/_/Fireflies+-+Full+Fire+Mix"
1998 - Anfisa Letyago Remix,"Binary Finary, Anfisa Letyago",35,109,N/A,[],"https://www.last.fm/music/Binary+Finary,+Anfisa+Letyago/_/1998+-+Anfisa+Letyago+Remix"
NOISE,"Almanac, FatSync",17,35,N/A,[],"https://www.last.fm/music/Almanac,+FatSync/_/NOISE"
1998 - Victor Ruiz Remix,"Binary Finary, Victor Ruiz",54,154,N/A,[],"https://www.last.fm/music/Binary+Finary,+Victor+Ruiz/_/1998+-+Victor+Ruiz+Remix"
Bullet In the Gun 2000 - Radio Mix,Planet Perfecto,5765,20028,N/A,[],https://www.last.fm/music/Planet+Perfecto/_/Bullet+in+the+gun+2000+-+Radio+Mix
Sun Is Coming,Sajanka,9239,41503,Sun Is Coming,[],https://www.last.fm/music/Sajanka/_/Sun+Is+Coming
Take One Last Breath,Abandon All Ships,64235,566183,Geeving,"['post-hardcore', 'trancecore', 'electronic', 'metalcore', 'crabcore']",https://www.last.fm/music/Abandon+All+Ships/_/Take+One+Last+Breath
Trapped,The Word Alive,48761,362090,Dark Matter,"['post-hardcore', 'metalcore', 'metal', 'hardcore', 'emo']",https://www.last.fm/music/The+Word+Alive/_/Trapped
Last Goodbye,Dead by April,36760,310049,Incomparable,"['modern metal', 'Pop Metal', 'electronic', 'rock', 'swedish']",https://www.last.fm/music/Dead+by+April/_/Last+Goodbye
Universal Nation - Charlotte de Witte Rework,"Push, Charlotte de Witte",65,222,N/A,[],"https://www.last.fm/music/Push,+Charlotte+de+Witte/_/Universal+Nation+-+Charlotte+de+Witte+Rework"
Count On Me,"Aly & Fila, Philippe El Sisi, Omar Sherif, Jaren",56,190,N/A,[],"https://www.last.fm/music/Aly+&+Fila,+Philippe+El+Sisi,+Omar+Sherif,+Jaren/_/Count+On+Me"
Saving Light,"Gareth Emery, STANDERWICK, HALIENE",600,8773,N/A,[],"https://www.last.fm/music/Gareth+Emery,+Standerwick,+HALIENE/_/Saving+Light"
Carte Blanche - KhoMha Remix,"Veracocha, KhoMha",109,292,N/A,[],"https://www.last.fm/music/Veracocha,+KhoMha/_/Carte+Blanche+-+KhoMha+Remix"
Carte Blanche - FM Edit,"Veracocha, Ferry Corsten, Vincent de Moor",36,99,N/A,[],"https://www.last.fm/music/Veracocha,+Ferry+Corsten,+Vincent+de+Moor/_/Carte+Blanche+-+FM+Edit"
Laserface 01 (Aperture),Gareth Emery,26936,144526,Future Trance 90,[],https://www.last.fm/music/Gareth+Emery/_/Laserface+01+(Aperture)
Tripical Moon,"Querox, Phaxe",239,805,N/A,[],"https://www.last.fm/music/Querox,+Phaxe/_/Tripical+Moon"
By Now,"Armin van Buuren, D.O.D, Laura Welsh",387,1273,N/A,[],"https://www.last.fm/music/Armin+van+Buuren,+D.O.D,+Laura+Welsh/_/By+Now"
Accede,Carbon Based Lifeforms,27732,211714,Derelicts,"['chillout', 'electronic', 'ambient', 'downtempo', 'Acid']",https://www.last.fm/music/Carbon+Based+Lifeforms/_/Accede
Fable - Dream Radio,Robert Miles,7167,27447,N/A,[],https://www.last.fm/music/Robert+Miles/_/Fable+-+Dream+Radio
Hung,Sound Quelle,23061,92748,Hung - Single,[],https://www.last.fm/music/Sound+Quelle/_/Hung
Gouryella,"Gouryella, Ferry Corsten",114,284,N/A,[],"https://www.last.fm/music/Gouryella,+Ferry+Corsten/_/Gouryella"
Gold,W&W,9315,44251,Trance 100 - 2021,[],https://www.last.fm/music/W&W/_/Gold
Protect Your Mind (Braveheart) - Vocal Mix,DJ Sakin & Friends,6330,22850,N/A,[],https://www.last.fm/music/DJ+Sakin+&+Friends/_/Protect+Your+Mind+(Braveheart)+-+Vocal+Mix
Fan Girl,Ghost Town,19503,165417,Fan Girl - Single,[],https://www.last.fm/music/Ghost+Town/_/Fan+Girl
Come Close,"Vini Vici, Neelix, MKLA",527,2119,N/A,[],"https://www.last.fm/music/Vini+Vici,+Neelix,+MKLA/_/Come+Close"
Come Around Again,"Armin van Buuren, Billen Ted, JC Stewart",499,1899,Club Sounds - The Hottest Club Dance Collection - Summer 2022,[],"https://www.last.fm/music/Armin+van+Buuren,+Billen+Ted,+JC+Stewart/_/Come+Around+Again"
United,"Armin van Buuren, Vini Vici, Alok, Zafrir",530,1517,N/A,[],"https://www.last.fm/music/Armin+van+Buuren,+Vini+Vici,+Alok,+Zafrir/_/United"
Ecstasy - Morten Granau Remix,"ATB, Morten Granau",77,399,N/A,[],"https://www.last.fm/music/ATB,+Morten+Granau/_/Ecstasy+-+Morten+Granau+Remix"
I'll Never Go,Nexxus,3314,14501,Pictures in My Mind,"['Filipino', 'opm pop']",https://www.last.fm/music/Nexxus/_/I%27ll+Never+Go
Through The Darkness - Mixed,"LTN, Ghostbeat",59,128,N/A,[],"https://www.last.fm/music/LTN,+Ghostbeat/_/Through+The+Darkness+-+Mixed"
Incoming!,"W&W, Kevu",69,230,N/A,[],"https://www.last.fm/music/W&W,+Kevu/_/Incoming%21"
Es Vedrà,Armin van Buuren,9296,21239,Es Vedrà,[],https://www.last.fm/music/Armin+van+Buuren/_/Es+Vedr%C3%A0
The Void Stares Back,"Enter Shikari, WARGASM (UK)",1463,6408,N/A,[],"https://www.last.fm/music/Enter+Shikari,+WARGASM+(UK)/_/The+Void+Stares+Back"
STFU,Annisokay,39407,355474,STFU,"['rock', 'heavy metal', 'metalcore', 'metal']",https://www.last.fm/music/Annisokay/_/STFU
Sunny Days,"Armin van Buuren, Josh Cumbee",802,2486,N/A,[],"https://www.last.fm/music/Armin+Van+Buuren,+Josh+Cumbee/_/Sunny+Days"
Now We Are Free,"Elysian, Emma Hewitt, Ilan Bluestone, Maor Levi",34,82,N/A,[],"https://www.last.fm/music/Elysian,+Emma+Hewitt,+Ilan+Bluestone,+Maor+Levi/_/Now+We+Are+Free"
Mindreader,Electric Callboy,34926,361586,TEKKNO,"['metalcore', 'metal']",https://www.last.fm/music/Electric+Callboy/_/Mindreader
Feel Again - anamē Remix,"Armin van Buuren, Wrabel, anamē",90,227,N/A,[],"https://www.last.fm/music/Armin+van+Buuren,+Wrabel,+anam%C4%93/_/Feel+Again+-+anam%C4%93+Remix"
Central Plain,"Carbon Based Lifeforms, Karin My",480,2178,N/A,[],"https://www.last.fm/music/Carbon+Based+Lifeforms,+Karin+My/_/Central+Plain"
Lay Low (Tiësto VIP Mix),Tiësto,12081,40183,Lay Low (Tiësto VIP Mix),[],https://www.last.fm/music/Ti%C3%ABsto/_/Lay+Low+(Ti%C3%ABsto+VIP+Mix)
Guitarmass,Infected Mushroom,44021,293684,Head of Nasa and the 2 Amish Boys,"['electronic', 'psytrance', 'trance', 'electronica', 'instrumental']",https://www.last.fm/music/Infected+Mushroom/_/Guitarmass
Lacuna,"A.M.R, Kymira",59,188,N/A,[],"https://www.last.fm/music/A.M.R,+Kymira/_/Lacuna"
Toca's Miracle,"Talla 2XLC, Fragma",26,50,N/A,[],"https://www.last.fm/music/Talla+2XLC,+Fragma/_/Toca%27s+Miracle"
Doublespeak,We Came As Romans,16695,82685,N/A,[],https://www.last.fm/music/We+Came+As+Romans/_/Doublespeak
Universo,"Rising Dust, Astrix",132,402,N/A,[],"https://www.last.fm/music/Rising+Dust,+Astrix/_/Universo"
Right Back,Yuri Kane,43517,252074,Best Of Corsten's Countdown 2010,"['trance', 'vocal trance', 'progressive trance', 'electronic', 'dance']",https://www.last.fm/music/Yuri+Kane/_/Right+Back
Greece 2021,"W&W, Martin Jensen, Linnea Schossow",40,86,N/A,[],"https://www.last.fm/music/W&W,+Martin+Jensen,+Linnea+Schossow/_/Greece+2021"
Chakra,"W&W, Vini Vici",661,2110,N/A,[],"https://www.last.fm/music/W&W,+Vini+Vici/_/Chakra"
Warrior,Dead by April,23118,175851,Worlds Collide,"['metalcore', 'metal', 'Melodic Death Metal', 'modern metal', 'Pop Metal']",https://www.last.fm/music/Dead+by+April/_/Warrior
elise,Gareth Emery,11698,73919,End of Days - Single,"['trance', 'vocal trance']",https://www.last.fm/music/Gareth+Emery/_/elise
Heart Beat,"Animato, Gaudium",249,876,N/A,[],"https://www.last.fm/music/Animato,+Gaudium/_/Heart+Beat"
XOXO (feat. From Ashes to New),"Blind Channel, From Ashes to New",483,2584,N/A,[],"https://www.last.fm/music/Blind+Channel,+From+Ashes+To+New/_/XOXO+(feat.+From+Ashes+to+New)"
Let The Music Take Control,"W&W, Blasterjaxx",128,353,N/A,[],"https://www.last.fm/music/W&W,+Blasterjaxx/_/Let+The+Music+Take+Control"
Perfect The Way You Are,Dead by April,9894,76000,N/A,"['metal', 'Awesome', 'metalcore', 'rock', 'Melodic Death Metal']",https://www.last.fm/music/Dead+by+April/_/Perfect+the+Way+You+Are
Grapevine,Tiësto,39427,159024,Kontor - Top of the Clubs - Volume 81,"['party', '2018 single']",https://www.last.fm/music/Ti%C3%ABsto/_/Grapevine
Born to Die,"Mauro Picotto, YORK",22,48,N/A,[],"https://www.last.fm/music/Mauro+Picotto,+York/_/Born+to+Die"
The Right Song,"Tiësto, Oliver Heldens, Natalie La Rose",1234,4981,Motivation Sport,[],"https://www.last.fm/music/Ti%C3%ABsto,+Oliver+Heldens,+Natalie+La+Rose/_/The+Right+Song"
Nebula,"Aly & Fila, Richard Durand",60,193,N/A,[],"https://www.last.fm/music/Aly+&+Fila,+Richard+Durand/_/Nebula"
Vision (Revisited),Carbon Based Lifeforms,11824,59790,N/A,[],https://www.last.fm/music/Carbon+Based+Lifeforms/_/Vision+(Revisited)
Survive It,"Ben Nicky, Creeds",73,156,N/A,[],"https://www.last.fm/music/Ben+Nicky,+Creeds/_/Survive+It"
Saltwater - Ilan Bluestone Remix,"Chicane, Moya Brennan, Ilan Bluestone",75,221,N/A,[],"https://www.last.fm/music/Chicane,+Moya+Brennan,+Ilan+Bluestone/_/Saltwater+-+Ilan+Bluestone+Remix"
Like a Prayer - Techno Mix,"Rocco, Perfect Pitch, Fabiasco",17,54,N/A,[],"https://www.last.fm/music/Rocco,+Perfect+Pitch,+Fabiasco/_/Like+a+Prayer+-+Techno+Mix"
Wishful Thinking,Jay FM,3263,9647,Skin Deep,[],https://www.last.fm/music/Jay+FM/_/Wishful+Thinking
Ayla - Original 1995 Mix,Ayla,6634,17946,N/A,[],https://www.last.fm/music/Ayla/_/Ayla+-+Original+1995+Mix
1998 - Kay Cee 1999 Radio Mix,"Binary Finary, Kay Cee",61,169,N/A,[],"https://www.last.fm/music/Binary+Finary,+Kay+Cee/_/1998+-+Kay+Cee+1999+Radio+Mix"
Never Gonna Learn,Asking Alexandria,40918,230104,See what`s on the inside,"['hard rock', 'Awesome', 'Favorite']",https://www.last.fm/music/Asking+Alexandria/_/Never+Gonna+Learn
Proximus - Radio Edit,Mauro Picotto,15182,62723,50 Best Trance Hits Ever,[],https://www.last.fm/music/Mauro+Picotto/_/Proximus+-+Radio+edit
Massive Core,"Fear, and Loathing in Las Vegas",3921,21979,Massive Core,[],"https://www.last.fm/music/Fear,+and+Loathing+in+Las+Vegas/_/Massive+Core"
Sevilla,"Henrique Camacho, Fatality",313,1340,N/A,[],"https://www.last.fm/music/Henrique+Camacho,+Fatality/_/Sevilla"
Mona Lisa Overdrive,Juno Reactor,79647,418705,Labyrinth,"['electronic', 'Soundtrack', 'trance', 'psytrance', 'goa']",https://www.last.fm/music/Juno+Reactor/_/Mona+Lisa+Overdrive
Get Your Shit Together,Annisokay,8162,38475,Get Your Shit Together,"['metalcore', 'metal', 'german']",https://www.last.fm/music/Annisokay/_/Get+Your+Shit+Together
Donkers,"Gonzi, Creeds",231,758,N/A,[],"https://www.last.fm/music/Gonzi,+Creeds/_/Donkers"
Carte Blanche (Mixed) - FM Edit,Veracocha,8622,20399,N/A,[],https://www.last.fm/music/Veracocha/_/Carte+Blanche+(Mixed)+-+FM+Edit
Hardcore Vibes,Dune,70113,344909,Dune,"['happy hardcore', 'Rave', 'techno', 'electronic', 'hardcore']",https://www.last.fm/music/Dune/_/Hardcore+Vibes
Rise Again,"Alexander Popov, Simon & Phil",35,272,N/A,[],"https://www.last.fm/music/Alexander+Popov,+Simon+&+Phil/_/Rise+Again"
Come With Me,"W&W, Harris & Ford, Special D.",166,642,N/A,[],"https://www.last.fm/music/W&W,+Harris+&+Ford,+Special+D./_/Come+With+Me"
Eriu,Paul Denton,1774,6467,N/A,[],https://www.last.fm/music/Paul+Denton/_/Eriu
Nothing Really Matters,"Tiësto, Becky Hill",825,2125,Pop Workout 2022,[],"https://www.last.fm/music/Ti%C3%ABsto,+Becky+Hill/_/Nothing+Really+Matters"
I Will Be Here - Wolfgang Gartner Remix,"Tiësto, Sneaky Sound System",64,269,N/A,[],"https://www.last.fm/music/Ti%C3%ABsto,+Sneaky+Sound+System/_/I+Will+Be+Here+-+Wolfgang+Gartner+Remix"
Underneath,"Shingo Nakamura, Nina Carr",50,127,N/A,[],"https://www.last.fm/music/Shingo+Nakamura,+Nina+Carr/_/Underneath"
Horizon,"Seven Lions, Tritonal, Kill The Noise, HALIENE",344,1227,N/A,[],"https://www.last.fm/music/Seven+Lions,+Tritonal,+Kill+The+Noise,+HALIENE/_/Horizon"
Reach for the Stars,"Darren Porter, XiJaro & Pitch",31,116,N/A,[],"https://www.last.fm/music/Darren+Porter,+XiJaro+&+Pitch/_/Reach+for+the+Stars"
Waiting - Extended Mix,"Dash Berlin, Emma Hewitt",2,15,N/A,[],https://www.last.fm/music/Dash+Berlin+feat.+Emma+Hewitt/_/Waiting+-+Extended+Mix
Crazy Love,"Above & Beyond, Zoë Johnston",236,936,N/A,[],"https://www.last.fm/music/Above+&+Beyond,+Zo%C3%AB+Johnston/_/Crazy+Love"
7th Day,"CJ Stone, Quiz",23,47,N/A,[],"https://www.last.fm/music/CJ+Stone,+Quiz/_/7th+Day"
Long Way Down,"W&W, Darren Styles, Giin",228,12037,N/A,[],"https://www.last.fm/music/W&W,+Darren+Styles,+Giin/_/Long+Way+Down"
Always the Sun,"CJ Stone, Rocco, Quiz",3,8,N/A,[],"https://www.last.fm/music/CJ+Stone,+Rocco,+Quiz/_/Always+the+Sun"
What Can I Say,Dead by April,124094,1065787,Dead by April,"['metalcore', 'post-hardcore', 'alternative rock', 'Melodic Death Metal', 'Pop Metal']",https://www.last.fm/music/Dead+by+April/_/What+Can+I+Say
Love We Lost (with R3HAB),"Armin van Buuren, R3HAB, Simon Ward",172,437,N/A,[],"https://www.last.fm/music/Armin+van+Buuren,+R3HAB,+Simon+Ward/_/Love+We+Lost+(with+R3HAB)"
Tears From The Moon,"Conjure One, Rhys Fulber, Sinéad O'Connor",200,505,N/A,[],"https://www.last.fm/music/Conjure+One,+Rhys+Fulber,+Sin%C3%A9ad+O%27Connor/_/Tears+From+The+Moon"
Anything at All,Dead by April,15136,107768,Anything at All,[],https://www.last.fm/music/Dead+by+April/_/Anything+at+All
Open Your Mind,U.S.U.R.A.,19517,73537,Open Your Mind: The Album,"['dance', 'eurodance', 'Rave', 'trance', 'electronic']",https://www.last.fm/music/U.S.U.R.A./_/Open+Your+Mind
Somebody Loves You - Paul Thomas Remix,"Aly & Fila, Plumb, Paul Thomas",63,215,N/A,[],"https://www.last.fm/music/Aly+&+Fila,+Plumb,+Paul+Thomas/_/Somebody+Loves+You+-+Paul+Thomas+Remix"
Bird of Prey,"Thomas Schwartz, Fausto Fanizza",43,71,N/A,[],"https://www.last.fm/music/Thomas+Schwartz,+Fausto+Fanizza/_/Bird+of+Prey"
THE GREAT UNKNOWN,Enter Shikari,50699,538643,"Nothing is True and Everything is Possible & Moratorium, Broadcasts From The Interruption","['alternative rock', 'post-hardcore', 'electronicore', 'alternative dance', 'trancecore']",https://www.last.fm/music/Enter+Shikari/_/THE+GREAT+UNKNOWN
U,"Gareth Emery, Bo Bruce",3297,27240,Drive,"['trance', 'vocal trance', 'featuring', '2014 single']",https://www.last.fm/music/Gareth+Emery+feat.+Bo+Bruce/_/U
The Business - Vintage Culture & Dubdogz Remix,"Tiësto, Vintage Culture, Dubdogz",63,212,N/A,[],"https://www.last.fm/music/Ti%C3%ABsto,+Vintage+Culture,+Dubdogz/_/The+Business+-+Vintage+Culture+&+Dubdogz+Remix"
Take Me Away,"Shingo Nakamura, Jordin Post",30,61,N/A,[],"https://www.last.fm/music/Shingo+Nakamura,+Jordin+Post/_/Take+Me+Away"
Mirador,Cosmic Gate,4035,12278,Mosaiik Chapter One & Two,[],https://www.last.fm/music/Cosmic+Gate/_/Mirador
Feels Like Summer,Sander van Doorn,15811,80637,N/A,[],https://www.last.fm/music/Sander+Van+Doorn/_/Feels+Like+Summer
Heartbeat Failing,Dead by April,12683,94414,Heartbeat Failing,"['Pop Metal', 'good left undone']",https://www.last.fm/music/Dead+by+April/_/Heartbeat+Failing
Dark Side,Blind Channel,107182,1266042,Eurovision Song Contest Rotterdam 2021,"['Eurovision', 'eurovision 2021', 'Nu Metal', 'ESC', 'metal']",https://www.last.fm/music/Blind+Channel/_/Dark+Side
Caribbean Rave,W&W,16669,71271,Caribbean Rave,"['dance', 'Progressive House', 'EDM']",https://www.last.fm/music/W&W/_/Caribbean+Rave
Ping Pong - Hardwell Remix,"Armin van Buuren, Hardwell",78,199,N/A,[],"https://www.last.fm/music/Armin+Van+Buuren,+Hardwell/_/Ping+Pong+-+Hardwell+Remix"
J'ai Envie De Toi,GAIA,14658,66708,"2012-12-27: A State of Trance #593, ""Yearmix of 2012""","['trance', 'progressive trance', 'melodic trance', 'uplifting trance', 'Armin van Buuren']",https://www.last.fm/music/Gaia/_/J%27ai+Envie+De+Toi
Protect Your Mind (Braveheart) - Ayla Remix,"DJ Sakin & Friends, Ayla",65,157,N/A,[],"https://www.last.fm/music/DJ+Sakin+&+Friends,+Ayla/_/Protect+Your+Mind+(Braveheart)+-+Ayla+Remix"
How Many,W&W,25596,113099,How Many,[],https://www.last.fm/music/W&W/_/How+Many
Escape - Radio Edit,Airbase,12956,48291,N/A,[],https://www.last.fm/music/Airbase/_/Escape+-+Radio+Edit
SHINE TOGETHER NOW (SHINE IBIZA ANTHEM 2024),"Paul van Dyk, Amos & Riot Night, Matt Noland",79,171,N/A,[],"https://www.last.fm/music/Paul+van+Dyk,+Amos+&+Riot+Night,+Matt+Noland/_/SHINE+TOGETHER+NOW+(SHINE+IBIZA+ANTHEM+2024)"
Moments,Davey Asprey,6142,26340,Find Your Harmony Radioshow #109,[],https://www.last.fm/music/Davey+Asprey/_/Moments
You Are Not Alone - Tech Energy Mix,"MaRLo, Mila Josef",18,49,N/A,[],"https://www.last.fm/music/MaRLo,+Mila+Josef/_/You+Are+Not+Alone+-+Tech+Energy+Mix"
Spiritum,"Vini Vici, Maddix, Shibui",166,375,N/A,[],"https://www.last.fm/music/Vini+Vici,+Maddix,+Shibui/_/Spiritum"
Reaktion (Remastered),Carbon Based Lifeforms,8375,42183,N/A,"['chillout', 'ambient', 'electronic']",https://www.last.fm/music/Carbon+Based+Lifeforms/_/Reaktion+(Remastered)
Everytime We Touch,Cascada,806771,5278791,Just The Hits,"['dance', 'pop', 'techno', 'trance', 'electronic']",https://www.last.fm/music/Cascada/_/Everytime+We+Touch
Intoxicated (Slowed),Doruksen,32613,340814,Intoxicated (Slowed),['MySpotigramBot'],https://www.last.fm/music/Doruksen/_/Intoxicated+(Slowed)
好き好き大好き - 2016 Remaster,Jun Togawa,133227,1218070,N/A,"['pop', 'japanese', 'j-pop', 'female singer', 'horror']",https://www.last.fm/music/Jun+Togawa/_/%E5%A5%BD%E3%81%8D%E5%A5%BD%E3%81%8D%E5%A4%A7%E5%A5%BD%E3%81%8D+-+2016+Remaster
Everytime We Touch - Radio Edit,Cascada,194775,845393,N/A,"['trance', 'electronic', 'pop', 'female vocalists', 'dance']",https://www.last.fm/music/Cascada/_/Everytime+We+Touch+-+Radio+Edit
Tokai,Taeko Onuki,6166,21573,Sunshower,"['70s', 'city pop', 'vintage jpop']",https://www.last.fm/music/%E5%A4%A7%E8%B2%AB%E5%A6%99%E5%AD%90/_/Tokai
Jump (JumpStyle TikTok),"Aiden Music, DJ Twisty",241,733,N/A,[],"https://www.last.fm/music/Aiden+Music,+DJ+Twisty/_/Jump+(JumpStyle+TikTok)"
じゃじゃ馬娘,Taeko Onuki,4192,21498,Mignonne,"['female vocalists', 'city pop', 'japan-80', 'YMO FAMILY']",https://www.last.fm/music/%E5%A4%A7%E8%B2%AB%E5%A6%99%E5%AD%90/_/%E3%81%98%E3%82%83%E3%81%98%E3%82%83%E9%A6%AC%E5%A8%98
You Wish,Nightmares On Wax,387533,2068842,In A Space Outta Sound,"['chillout', 'lounge', 'downtempo', 'trip-hop', 'chill']",https://www.last.fm/music/Nightmares+on+Wax/_/You+Wish
Make You Say,"Zedd, Maren Morris, BEAUZ",1227,4545,N/A,[],"https://www.last.fm/music/Zedd,+Maren+Morris,+BEAUZ/_/Make+You+Say"
Coco Jamboo,Mr. President,238391,1151987,We See The Same Sun,"['eurodance', '90s', 'dance', 'pop', 'summer']",https://www.last.fm/music/Mr.+President/_/Coco+Jamboo
Mr. Vain - Original Radio Edit,Culture Beat,167878,711420,N/A,['my top songs'],https://www.last.fm/music/Culture+Beat/_/Mr.+Vain+-+Original+Radio+Edit
3 Days Later,"Adam Ten, Rhye",201,465,N/A,[],"https://www.last.fm/music/Adam+Ten,+Rhye/_/3+Days+Later"
Rhythm Is a Dancer,SNAP!,344987,1448212,The Madman's Return,"['dance', '90s', 'eurodance', 'electronic', 'pop']",https://www.last.fm/music/Snap%21/_/Rhythm+Is+a+Dancer
"Rhythm Is a Dancer - 7"" Edit",SNAP!,202900,781248,SNAP! The Power Greatest Hits,"['90s', 'eurodance', 'classic', 'dance', 'best songs ever']",https://www.last.fm/music/Snap%21/_/Rhythm+Is+A+Dancer+-+7%22+Edit
Intoxicated (Super Slowed),Doruksen,2908,16633,Intoxicated (Super Slowed + Sped Up),[],https://www.last.fm/music/Doruksen/_/Intoxicated+(Super+Slowed)
Intoxicated,Doruksen,34564,213749,Intoxicated,['MySpotigramBot'],https://www.last.fm/music/Doruksen/_/Intoxicated
Play With Me,"Sara Landry, Shlømo",412,1484,N/A,[],"https://www.last.fm/music/Sara+Landry,+Shl%C3%B8mo/_/Play+With+Me"
Everytime We Touch - Hardwell & Maurice West Remix,"Cascada, Maurice West",437,1849,N/A,[],"https://www.last.fm/music/Cascada,+Maurice+West/_/Everytime+We+Touch+-+Hardwell+&+Maurice+West+Remix"
Firestarter,The Prodigy,754028,4551970,The Fat Of The Land,"['electronic', 'techno', 'dance', 'electronica', 'industrial']",https://www.last.fm/music/The+Prodigy/_/Firestarter
We Groovin (with Jazzy),"Jamie Jones, Jazzy",222,650,N/A,[],"https://www.last.fm/music/Jamie+Jones,+Jazzy/_/We+Groovin+(with+Jazzy)"
Find You,"Zedd, Matthew Koma, Miriam Bryant",1118,5101,N/A,"['Awesome', 'Favorite']","https://www.last.fm/music/Zedd,+Matthew+Koma,+Miriam+Bryant/_/Find+You"
Inside Out (feat. Griff),"Zedd, Griff",362,1140,N/A,[],"https://www.last.fm/music/Zedd,+Griff/_/Inside+Out+(feat.+Griff)"
Smack My Bitch Up,The Prodigy,820569,5410765,The Fat Of The Land,"['electronic', 'dance', 'techno', 'electronica', 'industrial']",https://www.last.fm/music/The+Prodigy/_/Smack+My+Bitch+Up
Metro,"Kevin de Vries, Mau P",823,3095,N/A,[],"https://www.last.fm/music/Kevin+de+Vries,+Mau+P/_/Metro"
SWEET MEMORIES,Seiko Matsuda,6110,38277,Bible,"['80s', 'j-pop', 'japanese', 'female vocalists', 'JPop']",https://www.last.fm/music/%E6%9D%BE%E7%94%B0%E8%81%96%E5%AD%90/_/SWEET+MEMORIES
Sky and Sand,"Paul Kalkbrenner, Fritz Kalkbrenner",55061,401787,Sky & Sand,"['electronic', 'minimal', 'electro', 'House', 'dance']",https://www.last.fm/music/Paul+&+Fritz+Kalkbrenner/_/Sky+and+Sand
Heartbeat,"Claptone, Nathan Nicholson",883,2397,N/A,[],"https://www.last.fm/music/Claptone,+Nathan+Nicholson/_/Heartbeat"
Evacuate The Dancefloor - Radio Edit,Cascada,383572,2539034,Original Me,"['dance', 'pop', 'female vocalists', 'electro', '2009']",https://www.last.fm/music/Cascada/_/Evacuate+the+Dancefloor
あなたに逢いたくて～Missing You～,Seiko Matsuda,1098,5828,Best of Best 13,"['japanese', 'female vocalists', 'JPop', 'Asian', 'j-pop']",https://www.last.fm/music/%E6%9D%BE%E7%94%B0%E8%81%96%E5%AD%90/_/%E3%81%82%E3%81%AA%E3%81%9F%E3%81%AB%E9%80%A2%E3%81%84%E3%81%9F%E3%81%8F%E3%81%A6%EF%BD%9EMissing+You%EF%BD%9E
Everytime We Touch - Nightcore & KYANU Edit,"Cascada, KYANU",1904,9699,N/A,[],"https://www.last.fm/music/Cascada,+KYANU/_/Everytime+We+Touch+-+Nightcore+&+KYANU+Edit"
No Eyes - Radio Edit,"Claptone, JAW",304,991,N/A,[],"https://www.last.fm/music/Claptone,+Jaw/_/No+Eyes+-+Radio+Edit"
No Gravity (feat. Bava),"Zedd, Bava",281,1312,N/A,[],"https://www.last.fm/music/Zedd,+Bava/_/No+Gravity+(feat.+Bava)"
Like A Dream,"Adriatique, Rivo",194,737,N/A,[],"https://www.last.fm/music/Adriatique,+Rivo/_/Like+A+Dream"
Automatic Yes (feat. John Mayer),"Zedd, John Mayer",231,909,N/A,[],"https://www.last.fm/music/Zedd,+John+Mayer/_/Automatic+Yes+(feat.+John+Mayer)"
"bring it fine - tekkno, slowed + reverb",TEKKNO,818,1768,N/A,[],"https://www.last.fm/music/Tekkno/_/bring+it+fine+-+tekkno,+slowed+%252B+reverb"
"The Power (7"" Version)",SNAP!,32734,89491,SNAP! The Power Greatest Hits,['the word power'],https://www.last.fm/music/Snap%21/_/The+Power+(7%22+version)
Ecuador - Original Radio Edit,Sash!,119907,595934,Dance Top 100 Best Ever,"['90s', 'eurodance', 'driving in the rain at night']",https://www.last.fm/music/Sash%21/_/Ecuador+-+Original+Radio+Edit
Mr. Vain,Culture Beat,240074,962388,Best Of,"['dance', '90s', 'eurodance', 'techno', '90s dance']",https://www.last.fm/music/Culture+Beat/_/Mr.+Vain
