Track,Artist,Listeners,Playcount
Wild Ones (feat. Sia),"Flo Rida, Sia",857253,5340284
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",12520,129383
She,"Tyler, The Creator, Frank Ocean",22522,217428
Stan,"Eminem, Dido",1394951,10658339
Magnolia,Playboi Carti,1024380,15634649
Swimming Pools (Drank),Kendrick Lamar,1092971,9840052
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,564903,9587797
Not Afraid,Eminem,1111914,8392955
Runnin,"21 Savage, Metro Boomin",16152,102345
Violent Crimes,Kanye West,1044397,18218505
Right My Wrongs,Bryson Tiller,438527,5573281
ILoveUIHateU,Playboi Carti,799940,18854058
hakuna matata,Gunna,282334,2066341
16,Baby Keem,680450,14148327
Solo,Future,542227,8184584
Mood Swings (feat. Lil Tjay),"Pop Smoke, Lil Tjay",2660,15910
Chanel,Frank Ocean,1202921,19267030
Nights,Frank Ocean,1327217,31772927
Time of Our Lives,"Pitbull, Ne-Yo",12581,52022
It Was A Good Day,Ice Cube,1738076,13854574
Sundress,A$AP Rocky,1079955,18640815
ALL RED,Playboi Carti,430107,10834828
Runaway,"Kanye West, Pusha T",1342397,19655070
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)","A$AP Ferg, Brent Faiyaz, Salaam Remi",6230,40072
Fair Trade (with Travis Scott),"Drake, Travis Scott",8837,59966
Count Me Out,Kendrick Lamar,769908,10803066
Work Out,J. Cole,904978,8302350
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",8222,29768
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",5817,28294
NEW MAGIC WAND,"Tyler, The Creator",1435503,24560960
Big Poppa - 2005 Remaster,The Notorious B.I.G.,833285,6084211
YK,Cean Jr.,60778,901992
Hotel Room Service,Pitbull,971282,5401271
I'm God,"Clams Casino, Imogen Heap",11706,71731
Star Shopping,Lil Peep,817480,18285238
Killing In The Name,Rage Against The Machine,1948542,16423665
Black Beatles,"Rae Sremmurd, Gucci Mane",11433,52234
Pure Cocaine,Lil Baby,425006,5678301
P.I.M.P.,50 Cent,954824,4951932
Escape,Nemzzz,90673,595636
Exchange,Bryson Tiller,624910,6978413
Stronger,Kanye West,2441782,21112391
All Eyez On Me (ft. Big Syke),"2Pac, Big Syke",7168,31271
Not You Too (feat. Chris Brown),"Drake, Chris Brown",4911,38500
All Falls Down,"Kanye West, Syleena Johnson",1269048,15587391
Fell In Luv (feat. Bryson Tiller),"Playboi Carti, Bryson Tiller",12202,79384
IDGAF (feat. Yeat),"Drake, Yeat",11409,96904
Rich Spirit,Kendrick Lamar,777918,9130826
Fashion Killa,A$AP Rocky,755256,9355136
Pyramids,Frank Ocean,1177878,16745962
Collard Greens,"ScHoolboy Q, Kendrick Lamar",857124,8901677
United In Grief,Kendrick Lamar,970753,10685316
Ghost Town,"Kanye West, PARTYNEXTDOOR",27095,262563
Save That Shit,Lil Peep,565529,8734859
Wet Dreamz,J. Cole,1004190,12873615
PUFFIN ON ZOOTIEZ,Future,564622,9190251
Love Sosa,Chief Keef,865896,11043182
MIDDLE CHILD,J. Cole,738528,8905181
Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",244663,1493005
Can't Tell Me Nothing,Kanye West,1578326,14168716
The Spins,"Mac Miller, Empire Of The Sun",8987,60344
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",11330,57140
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)","A$AP Rocky, Rod Stewart, Miguel, Mark Ronson",9733,57264
Devil In A New Dress,"Kanye West, Rick Ross",1163135,19010489
Location,Playboi Carti,892839,18562465
Freestyle,Lil Baby,471794,7781696
Dior,Pop Smoke,576560,7389465
Hey Ya!,Outkast,2084095,14264645
Hypnotize - 2014 Remaster,The Notorious B.I.G.,780553,5611933
"Hold On, We're Going Home","Drake, Majid Jordan",12467,64060
Ms. Jackson,Outkast,1975235,14432885
First Person Shooter (feat. J. Cole),"Drake, J. Cole",9956,78015
R.I.P.,Playboi Carti,758032,15021207
Just A Lil Bit,50 Cent,666359,3151324
Gold Digger,"Kanye West, Jamie Foxx",1631353,13518885
LIL DEMON,Future,218456,1507180
ORANGE SODA,Baby Keem,876937,13572123
Many Men (Wish Death),50 Cent,682905,5687488
Let Go,Aaron May,595489,7177339
21 Questions,"50 Cent, Nate Dogg",765870,4770110
LVL,A$AP Rocky,644521,8170170
GIRLS,The Kid LAROI,222495,2228454
Fireball (feat. John Ryan),"Pitbull, John Ryan",4841,19637
Girls Want Girls (with Lil Baby),"Drake, Lil Baby",3302,16728
The Thrill,"Wiz Khalifa, Empire Of The Sun",3813,20251
white tee,"Lil Peep, Lil Tracy",10237,78151
God Is,Kanye West,383292,3717843
beamer boy,"Lil Peep, Nedarb",8734,59993
HONEST,Baby Keem,742982,13439194
Power Trip (feat. Miguel),"J. Cole, Miguel",4677,26365
Homecoming,"Kanye West, Chris Martin",1224510,15225034
Best I Ever Had,Drake,1582699,9234335
Show Me (feat. Chris Brown),"Kid Ink, Chris Brown",1248,4819
Finesse,Drake,366718,3283005
Payal,"Yo Yo Honey Singh, Paradox",84,435
Love in This Club (feat. Young Jeezy),"USHER, Jeezy",2543,8920
Do Not Disturb,Drake,412460,5007825
Burn,USHER,540655,2201949
Nice For What,Drake,778238,9340131
Millionaire,Yo Yo Honey Singh,12098,79573
Location (feat. Burna Boy),"Dave, Burna Boy",2265,13195
HIGHJACK,"A$AP Rocky, Jessica Pratt",4993,36343
your favorite dress,"Lil Peep, Lil Tracy",7423,59953
Love Lost,"Mac Miller, The Temper Trap",5982,35959
Essence (feat. Tems),"Wizkid, Tems",3364,18509
Antarctica,$uicideboy$,379969,7549539
Lonely Road (with Jelly Roll),"mgk, Jelly Roll",574,3965
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",1888,10126
castles,"Lil Peep, Lil Tracy",4953,47790
witchblades,"Lil Peep, Lil Tracy",10267,71573
Love Yourz,J. Cole,501397,5654369
Kills,Chief Keef,260768,3102291
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",5299,32645
Always On Time,"Ja Rule, Ashanti",519397,2071871
LoveHate Thing (feat. Sam Dew),"Wale, Sam Dew",368,1473
L$D,A$AP Rocky,750259,9894548
All Eyes on You (feat. Chris Brown & Nicki Minaj),"Meek Mill, Chris Brown, Nicki Minaj",1159,5206
Moment 4 Life,"Nicki Minaj, Drake",405346,2741610
1000 Blunts,$uicideboy$,277007,5793630
Kill Yourself (Part III),$uicideboy$,470827,9290369
Fire & Desire,Drake,322936,3115132
Let It All Work Out,Lil Wayne,117932,1136423
"Slow Down - 12"" Version",Bobby V.,114940,731776
HOP ON DA SHOW,"tlinh, Low G",225,1220
KANTE (feat. Fave),"Davido, FAVE",679,5793
Pretty Little Fears (feat. J. Cole),"6LACK, J. Cole",2907,17299
Peso,A$AP Rocky,600459,6013630
Runnin' Thru the 7th with My Woadies,"$uicideboy$, Pouya",7601,56611
SPIDER,"GIMS, DYSTINCT",469,2684
For the Last Time,$uicideboy$,302617,5054023
Kosandra,Miyagi & Andy Panda,35388,397928
Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",1061396,11068080
Controlla,Drake,525602,4304403
Diamonds,Chris Travis,160373,1747924
The Motto,"Drake, Lil Wayne",5964,24463
Why I Love You,"JAY-Z, Kanye West, Mr Hudson",10002,54144
Jhol,"Maanu, Annural Khalid",286,3638
"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,21550,142673
let it breathe (feat. Roddy Ricch),"Gunna, Roddy Ricch",887,4088
My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$,282702,5360746
Shot For Me,Drake,444019,3628127
Favourite Girl,"Darkoo, Dess Dior",373,1320
Sialan,"Adrian Khalif, Juicy Luicy",653,7920
PHÓNG ZÌN ZÌN,"tlinh, Low G",282,2195
REAL GANGSTA LOVE,Trueno,120165,1148122
I Got Love,"MiyaGi & Endspiel, Rem Digga",259,1224
Буйно голова,Gio Pika,16067,162762
Soulmate,"Badshah, Arijit Singh",341,1868
J’comprends pas,PNL,48092,611772
With You,AP Dhillon,32643,429424
Dil Nu,"AP Dhillon, Shinda Kahlon",578,5787
SOIS PAS TIMIDE,GIMS,26514,227206
Sandman,A$AP Rocky,291301,3836664
Sa Susunod Na Lang,"PDL, Skusta Clee, Yuridope",1065,7367
Guaya Guaya,Don Omar,124127,791221
Softly,"Karan Aujla, Ikky",788,7139
In The Morning,"J. Cole, Drake",255678,1652392
Throw Away,Future,215513,3321937
Maan Meri Jaan,King,36703,323971
Obsesion,"Aventura, Judy Santos",2849,12021
Wassup,A$AP Rocky,281538,2878645
Excuses,"AP Dhillon, Gurinder Gill, Intense",1075,6177
"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",919,6482
Blue Eyes,Yo Yo Honey Singh,29501,180942
Tu Aake Dekhle,King,32883,377133
FEEL,Davido,26352,199563
Simp Gái 808,Low G,7437,82004
Babaero,"gins&melodies, Hev Abi",1299,18478
Boyfriend,ALLMO$T,19484,224791
CARTIER SANTOS,SDM,13861,170049
Love Dose,Yo Yo Honey Singh,26988,187256
Desi Kalakaar,Yo Yo Honey Singh,27609,191719
BMW,"Because, Leslie",1296,9958
Aston Martin Music,"Rick Ross, Drake, Chrisette Michele",4142,28652
homebdy (feat. Madman Stan),"DEMI, slimedemidemislime, Madman Stan",1017,9843
J'me tire,GIMS,40376,267390
Патрон,Miyagi & Andy Panda,24895,248695
Lost Angeles,FRIENDLY THUG 52 NGG,13675,182447
Tu hai kahan,AUR,21231,226948
Summer High,AP Dhillon,35130,474124
Последняя Любовь,MORGENSHTERN,17515,179691
Turbo (Majestic),Big Baby Tape,7804,71073
Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1075,6487
Lovers And Friends,"Lil Jon & The East Side Boyz, USHER, Ludacris",654,2452
Cheques,Shubh,26412,313642
Casanova,"Soolking, Gazo",744,4938
Wishes,"Hasan Raheem, Umair, Talwiinder",548,7759
Bella,GIMS,37000,208592
Imitadora,Romeo Santos,184082,1785919
Proper Patola,"Badshah, Diljit Dosanjh, Aastha Gill",535,1899
Propuesta Indecente,Romeo Santos,228102,1594066
One Love,Shubh,25001,301965
ЛАБИРИНТ,FACE,24649,197653
Burgis,"Flow G, Hev Abi",592,6760
AMMO,FRIENDLY THUG 52 NGG,6500,76759
Favourite Girl (with Rema),"Darkoo, Rema",324,1335
Need You,"Bosx1ne, John Roa, Skusta Clee, Emcee Rhenn, Flow G, Bullet-D, Kent Mnl",816,4940
Dheere Dheere,Yo Yo Honey Singh,17863,99136
Position,Franglish,17038,128994
Pa-umaga,Al James,42734,660627
City Girl,Shanti Dope,24754,305450
Sous la lune,Jul,13856,125762
Wo Noor,AP Dhillon,16282,179706
Minor,Miyagi & Andy Panda,30711,324460
Pa' Que Retozen,Tego Calderón,162210,1189418
An Thần,"Low G, Thắng",387,2657
Brown Munde,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",762,3362
MAMI WATA,"Gazo, Tiakola",331,2214
Million,"Big Baby Tape, kizaru",1991,14399
Вороны,Xcho,11560,79562
Bandana,Shubh,13534,115960
God Damn,"Badshah, Karan Aujla, Hiten",206,1592
A Mí,Rels B,160013,2013775
Einmal um die Welt,CRO,141563,1374371
na Circus,"FRIENDLY THUG 52 NGG, Skryptonite",76,914
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,27385,254075
La vie qu'on mène,Ninho,36579,405618
LOCO,"GIMS, Lossa",248,1448
Admirin' You (feat. Preston Pablo),"Karan Aujla, Ikky, Preston Pablo",509,4910
Bolide allemand,SDM,31677,389359
Люби меня,"MiyaGi & Endspiel, Sимптом",84,385
MVP,Shubh,8544,55277
Hold You - Hold Yuh,Gyptian,95415,540418
Eres Mía,Romeo Santos,191677,1582296
Приятная,"Endspiel, Ollane",24,199
Где ты теперь и с кем,"Basta, HammAli & Navai",26,131
Вселенная бесконечна?,Noize MC,58168,1026671
Marmalade,"Miyagi & Andy Panda, Mav-d",289,1531
Nandyan Agad Ako,"Ex Battalion, Flow G",340,1408
Lloret de Mar,Mata,22882,260544
Ameli,"Big Baby Tape, Aarne, Toxi$",603,4523
Faded (Raw),Illest Morena,24964,273615
Nadarang,Shanti Dope,35781,339466
Nghe Như Tình Yêu,HIEUTHUHAI,8672,86184
Ella Y Yo - Featuring Don Omar,"Aventura, Don Omar",150326,963441
DreamKeeperc,FRIENDLY THUG 52 NGG,4229,38287
Sladki Snov Rapper 2,FRIENDLY THUG 52 NGG,7355,86697
ASPHALT 8,MACAN,18172,175522
Madura,"Cosculluela, Bad Bunny",842,3200
Đi Về Nhà,"Đen, JustaTee",378,1677
Legit Check,"FRIENDLY THUG 52 NGG, Big Baby Tape",449,2770
King Shit,Shubh,12368,116633
Texture - Remastered,MiyaGi,5997,38548
Ламбада,"T-Fest, Skryptonite",532,2693
Không Thể Say,HIEUTHUHAI,8098,113320
Uranus,PNL,35024,564965
Положение,Skryptonite,12624,78315
Jee Ni Lagda,"Karan Aujla, Ikky",262,2680
Still Rollin,Shubh,21815,263510
No Love,Shubh,29218,381908
Говори мне,"MiyaGi, Andy Panda",208,1090
Winning Speech,"Karan Aujla, Mxrci",208,2828
Sakhiyaan,Maninder Buttar,16740,106448
Hẹn Gặp Em Dưới Ánh Trăng,"MANBO, HIEUTHUHAI, HURRYKNG",277,3986
Розовое вино,"Eldzhey, FEDUK",255,1426
Old Money,AP Dhillon,11605,112923
VEMPA,"FOURTY, Bausa, CHEKAA",102,585
I LOVE IT (feat. Artie 5ive),"ANNA, Artie 5ive",251,1887
"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")","Yo Yo Honey Singh, Simar Kaur, Ishers",207,721
Как je,"MACAN, Kiliana",62,320
Mittelmeer,Pashanim,33854,562103
Медуза,MATRANG,43868,389111
На заре,Basta,5257,38072
+7(952)812,ALBLAK 52,11020,113698
Never Broke Again,xxxmanera,14816,174119
Laboratoire,Werenoi,23479,257470
Тесно,"Aarne, BUSHIDO ZHO, ANIKV",1693,14451
СПАСАТЕЛЬНЫЙ КРУГ,FACE,23557,189203
Russian Bandana,Dhanda Nyoliwala,4093,33861
Tequila Rose,"HELLMERRY, Al James",421,3883
Oh qu'elle est belle,"Jul, DYSTINCT",157,1236
ЧСВ,"Lida, СЕРЕГА ПИРАТ",919,9557
Мистер 718,Skryptonite,3672,22836
ПОДРУГА ПОДРУГ,FACE,16947,141474
OHMA TOKITA,GIMS,8349,39275
I love you,"Dadju, Tayc",327,2591
ANTIDOTE,Karan Aujla,8057,106412
Metaverse,Olamide,3705,18308
Exit Sign,"HIEUTHUHAI, marzuz",364,19087
shhhhhhh..,"WEAN, tlinh",323,2307
POUR ELLE,SDM,11248,116471
You and Me,Shubh,8904,83074
МОЙ КАЛАШНИКОВ,FACE,25910,4118732
Жить в кайф,Max Korzh,1472,8135
nếu lúc đó,"tlinh, 2pillz",942,6304
On Top,Karan Aujla,12978,158243
TERE TE,"AP Dhillon, Gurinder Gill",498,3305
Есенин,"NAVAI, MONA",120,771
La bandite,Jul,32875,358936
Los del Espacio,"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One, FMK",2134,17014
Chemin d'or,Werenoi,16353,176856
Самурай,MiyaGi,17068,142442
Marlboro,MiyaGi,21317,192008
Pétunias,Werenoi,6094,61535
IDK HOW,Karan Aujla,7868,66898
Малиновый рассвет,Endspiel,2393,13958
J'oublie tout,Jul,19013,192063
Saiyan,"Heuss L'enfoiré, Gazo",488,3992
Антидепрессант,FACE,20749,175427
295,Sidhu Moose Wala,21634,213035
Jatt Mehkma,Yo Yo Honey Singh,3514,22774
Chuyện Đôi Ta (feat. Muộii),"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",251,1560
Август - это ты,МОТ,4651,32154
In Love,"MiyaGi & Endspiel, KADI",66,265
Спой,"A.V.G, MACAN",269,1263
Faraar,"Gurinder Gill, Shinda Kahlon, AP Dhillon",244,1503
Untouchable,"MiyaGi & Endspiel, Rem Digga",32,60
PAREHAS TAYO,Nateman,26083,271415
Avec Toi,OBOY,36691,536883
Aucune attache,KeBlack,13671,97516
"Yaar Naa Miley (From ""Kick"")","Yo Yo Honey Singh, Jasmine Sandlas",208,667
Ce soir ne sors pas,"Lacrim, GIMS",121,400
IVL,"MACAN, SCIRENA",292,1421
Get Away,Katchafire,25365,135351
Космос,"Skryptonite, Charusha",75,251
Заманчивая,MATRANG,7254,50135
Teresa & Maria,"alyona alyona, Jerry Heil",2108,31054
ВМЕСТЕ,"Aarne, BUSHIDO ZHO",783,5322
Тает лёд,Грибы,51053,399260
52 Bars,"Karan Aujla, Ikky",254,2618
Фото со звездой,Lida,2940,26540
ТОЛПЫ КРИЧАТ,"uniqe, nkeeei, ARTEM SHILOVETS",263,1002
"Дико, например",PHARAOH,43874,379859
Птичка,HammAli & Navai,17177,144377
Dile al Amor,Aventura,171016,1176500
Капкан,МОТ,14627,96161
Dutty Love,"Don Omar, NATTI NATASHA",4211,31196
Ау,"10AGE, Ramil'",3770,33399
Faut pas,"PLK, Jul",188,1271
Крепче,KRBK,10319,58159
Traum,CRO,119431,1128901
Половина моя,MiyaGi & Endspiel,5765,42053
Vuelve,"Daddy Yankee, Bad Bunny",1280,4893
Putana,Ninho,24341,251835
Рапапам,"9 Gramm, MiyaGi, Endspiel",45,147
Bầu Trời Mới,"Da LAB, Minh Tốc & Lam",178,1223
Эскизы,Xcho,6464,40343
Désolé,Sexion d'Assaut,67208,429848
Elevated,Shubh,15061,157689
Dolce Camara,"Booba, SDM",351,2996
Потрачу,Egor Kreed,6953,48597
Sold Out,"FRIENDLY THUG 52 NGG, kizaru",424,3986
Placebo,Dinos,29582,375522
92i veyron,Booba,28257,322759
East Side Flow,Sidhu Moose Wala,7413,59272
Same Beef,"Bohemia, Sidhu Moose Wala",253,1198
Odio (feat. Drake),"Romeo Santos, Drake",1089,5473
Captain,MiyaGi,29773,297043
Заново,MACAN,2995,21245
Θ. Macarena,Damso,55079,683487
Джанго,Endspiel,2997,18550
Лиза,"FACE, Squirrel Flower",244,929
DIE,Gazo,33175,440237
Самый лучший день,Кишлак,10598,140359
Fire Man,MiyaGi & Endspiel,7298,53075
Only You,"Xcho, Пабло, ALEMOND",217,1126
Elle est bonne sa mère,"Vegedream, Ninho",373,1819
Ykwim,"Karan Aujla, KR$NA, Mehar Vaani",277,1379
Vlone,FACE,9649,75885
SOS,"Aarne, BUSHIDO ZHO",316,3455
PETETE,Gambi,34603,302077
Yours Ever,"Cocktail, Q Flure",35,155
ก่อนตาย,Big Ass,2466,15915
เวลาเธอยิ้ม,Polycat,7680,70631
ปล่อยดาว (Flaw),YEW,1517,7684
ดีใจรึเปล่า,Whal & Dolph,2905,32251
สาริกาลิ้นทอง (Smooth-talker),"Paper Planes, JOEY PHUWASIT",18,87
ข้อความรูปยิ้ม :),Polycat,1317,8740
I Wanna Be Yours,Arctic Monkeys,2057881,31189455
No. 1 Party Anthem,Arctic Monkeys,1152506,13851957
About You,The 1975,701201,14688089
505,Arctic Monkeys,2318477,40868635
Pasilyo,SunKissed Lola,154579,2716713
In the End,Linkin Park,2587395,27802122
Numb,Linkin Park,2412661,25369942
Why'd You Only Call Me When You're High?,Arctic Monkeys,2188001,31745333
WONDERWaLL - Remastered,Oasis,1083477,8315197
Do I Wanna Know?,Arctic Monkeys,2386590,35251727
Don't Look Back in Anger - Remastered,Oasis,740441,6692380
Thunder,Imagine Dragons,859526,7750077
No Surprises,Radiohead,2639946,37958450
Space Song,Beach House,1597262,25601701
Every Breath You Take,The Police,2098610,16180782
Creep,Radiohead,3196302,39941712
What I've Done,Linkin Park,1634774,15829328
Come As You Are,Nirvana,3087548,29170443
Smells Like Teen Spirit,Nirvana,3454950,32514066
Kiss Me,Sixpence None The Richer,1593656,14429699
Centuries,Fall Out Boy,951991,8290326
Bones,Imagine Dragons,639595,7485087
Nothing's Gonna Change My Love for You,George Benson,136433,798684
Hall of Fame (feat. will.i.am),"The Script, will.i.am",479304,3567845
Chamber Of Reflection,Mac DeMarco,1413152,20126175
Monster,Skillet,700621,6870742
Bad Liar,Imagine Dragons,397248,3396916
Last Christmas,Wham!,1784440,12602355
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",15700,83419
R U Mine?,Arctic Monkeys,1843600,25777187
Faint,Linkin Park,1785683,18865570
EVERYTHING,The Black Skirts,290209,3387021
シルエット,KANA-BOON,264402,2619585
I Ain't Worried,OneRepublic,748206,7652488
I WANNA BE YOUR SLAVE,Måneskin,758360,9129096
Last Night on Earth,Green Day,361105,2967145
One Step Closer,Linkin Park,1731628,16854729
Sweet Child O' Mine,Guns N' Roses,2240841,17623401
For the First Time,Mac DeMarco,1166339,17571575
Radioactive,Imagine Dragons,1759437,19112472
The Less I Know The Better,Tame Impala,2092851,34168242
Highway to Hell,AC/DC,1871956,14538156
Hotel California - 2013 Remaster,Eagles,1006016,8954549
Have You Ever Seen The Rain,Creedence Clearwater Revival,1313139,9598683
Somewhere I Belong,Linkin Park,1421499,13488478
Whatever It Takes,Imagine Dragons,587729,5853426
Natural,Imagine Dragons,582882,6150586
Back In Black,AC/DC,1865344,14029128
My Kind of Woman,Mac DeMarco,1339569,19594089
Right Here Waiting,Richard Marx,434527,2301931
Basket Case,Green Day,2052322,16629914
Way down We Go,KALEO,671018,5989172
The Emptiness Machine,Linkin Park,487214,8143677
The Reason,Hoobastank,1577840,11547586
Fluorescent Adolescent,Arctic Monkeys,2083515,25945787
Enter Sandman,Metallica,1721866,16512136
Rollin' (Air Raid Vehicle),Limp Bizkit,1042608,8330479
Here Comes The Sun - Remastered 2009,The Beatles,1199981,9518922
Don't Stop Me Now - Remastered 2011,Queen,1231584,9418002
Can't Help Falling in Love,Elvis Presley,1198881,8217754
Evergreen,Richy Mitch & The Coal Miners,987582,10078571
American Idiot,Green Day,1985848,16682126
Pumped Up Kicks,Foster The People,2424318,24613275
It's My Life,Bon Jovi,1118124,7749920
Lovefool,The Cardigans,1687465,13804543
Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",9457,49555
The Line (from the series Arcane League of Legends),"Arcane, Twenty One Pilots",2818,25586
Running Up That Hill (A Deal With God),Kate Bush,1524836,15259012
